ph,temperature,turbidity,fish
8.51,27.21,2.02,pangas
8.51,26.69,2.73,pangas
8.49,27.01,2.2,pangas
8.55,27.19,2.61,pangas
8.46,26.77,2.54,pangas
8.47,27.13,2.07,pangas
8.48,27.54,2.59,pangas
8.51,27.6,2.03,pangas
8.46,26.88,2.67,pangas
8.54,26.74,2.7,pangas
8.48,27.36,2.29,pangas
8.49,26.85,2.71,pangas
8.47,26.99,2.6,pangas
8.53,27.27,2.54,pangas
8.48,26.9,2.51,pangas
8.51,26.96,2.5,pangas
8.42,27.2,2.54,pangas
8.55,27.0,2.15,pangas
8.48,26.94,2.65,pangas
8.4,27.01,2.6,pangas
8.47,27.02,2.37,pangas
8.46,26.88,2.36,pangas
8.53,26.78,2.32,pangas
8.59,27.29,2.13,pangas
8.46,27.07,2.56,pangas
8.43,27.35,2.67,pangas
8.52,27.41,2.59,pangas
8.52,27.47,2.72,pangas
8.46,27.19,2.37,pangas
8.53,27.14,2.22,pangas
8.49,27.08,2.41,pangas
8.52,27.24,2.49,pangas
8.51,27.42,2.59,pangas
8.51,26.71,2.63,pangas
9.0,28.0,3.5,pangas
9.02,28.39,3.51,pangas
8.91,27.49,3.65,pangas
8.97,28.13,3.52,pangas
8.99,27.97,3.33,pangas
9.0,27.82,3.43,pangas
8.98,27.93,3.68,pangas
8.99,28.31,3.81,pangas
9.04,28.16,3.57,pangas
9.04,28.03,3.7,pangas
9.03,27.89,3.68,pangas
9.0,27.97,3.4,pangas
9.01,28.3,3.68,pangas
9.02,28.18,3.75,pangas
8.99,27.67,3.76,pangas
8.97,27.79,3.14,pangas
9.03,27.51,3.35,pangas
9.03,28.22,3.37,pangas
8.99,27.74,3.39,pangas
9.01,27.85,3.45,pangas
8.93,28.34,3.6,pangas
9.04,28.39,3.33,pangas
8.98,27.43,4.13,pangas
8.99,28.31,3.25,pangas
9.05,28.56,3.49,pangas
8.95,27.96,3.05,pangas
9.0,28.25,3.49,pangas
8.99,28.16,3.62,pangas
8.92,28.03,3.99,pangas
8.93,27.97,3.89,pangas
9.06,27.85,3.54,pangas
9.0,27.78,3.49,pangas
8.99,28.03,3.35,pangas
8.94,27.99,3.84,pangas
9.0,27.9,3.65,pangas
8.99,28.56,3.5,pangas
9.04,27.77,3.6,pangas
9.01,27.98,3.4,pangas
8.97,28.08,3.63,pangas
8.99,28.09,3.49,pangas
9.0,27.94,3.5,pangas
9.13,28.09,3.63,pangas
9.02,27.92,3.76,pangas
8.99,28.32,3.43,pangas
8.95,28.11,3.28,pangas
9.03,27.64,3.44,pangas
8.93,28.85,3.17,pangas
9.0,28.34,3.71,pangas
9.04,27.9,3.77,pangas
9.05,28.06,3.55,pangas
7.0,5.0,5.0,karpio
6.98,4.73,5.25,karpio
7.07,4.73,4.97,karpio
6.99,4.99,5.01,karpio
7.05,4.78,4.83,karpio
7.06,4.86,4.75,karpio
6.98,4.9,5.31,karpio
7.05,5.34,5.16,karpio
7.05,4.79,4.96,karpio
6.95,4.94,5.14,karpio
7.01,5.39,4.77,karpio
7.03,4.63,5.02,karpio
7.04,4.94,5.11,karpio
6.95,4.5,5.11,karpio
7.09,4.7,5.24,karpio
7.0,4.6,4.77,karpio
7.0,4.88,4.74,karpio
6.92,4.75,5.04,karpio
7.0,4.85,5.04,karpio
7.05,5.12,4.98,karpio
7.05,4.71,4.96,karpio
6.99,4.63,4.92,karpio
6.9,5.57,4.81,karpio
7.08,5.01,5.11,karpio
6.98,5.06,5.13,karpio
7.03,5.23,4.93,karpio
6.98,4.52,5.1,karpio
7.05,5.48,5.06,karpio
6.96,4.49,5.21,karpio
6.91,4.9,4.96,karpio
7.0,5.01,5.03,karpio
6.88,5.0,4.55,karpio
7.04,4.83,4.57,karpio
6.96,4.83,5.24,karpio
7.01,5.1,5.24,karpio
7.0,5.23,5.14,karpio
6.94,5.44,4.72,karpio
7.05,4.54,5.12,karpio
7.09,4.94,4.95,karpio
7.03,4.9,5.36,karpio
7.01,4.9,4.89,karpio
6.95,4.81,4.93,karpio
6.98,4.8,5.42,karpio
6.95,5.04,5.12,karpio
7.03,4.98,4.95,karpio
7.02,5.08,4.95,karpio
6.92,4.86,4.77,karpio
6.97,5.01,5.07,karpio
7.09,4.84,5.15,karpio
7.02,5.39,5.12,karpio
7.1,10.0,6.0,karpio
7.05,9.48,6.06,karpio
7.07,9.71,5.75,karpio
7.11,10.45,5.92,karpio
7.13,9.97,5.74,karpio
7.14,9.67,6.0,karpio
7.08,10.27,5.79,karpio
7.12,9.75,5.9,karpio
6.92,10.63,6.11,karpio
7.06,9.66,5.9,karpio
7.14,9.43,5.97,karpio
7.19,9.66,6.02,karpio
7.21,10.19,6.03,karpio
7.13,9.88,6.26,karpio
7.08,9.41,5.92,karpio
7.05,9.92,5.95,karpio
7.16,10.21,6.05,karpio
7.1,9.68,5.56,karpio
7.11,10.24,5.98,karpio
7.07,10.14,5.98,karpio
7.18,10.37,6.19,karpio
7.14,9.61,6.13,karpio
7.12,10.18,6.1,karpio
7.12,10.81,5.98,karpio
7.15,9.86,6.16,karpio
7.15,10.11,6.33,karpio
7.06,9.85,6.04,karpio
7.14,10.05,6.26,karpio
7.07,9.66,6.06,karpio
7.1,10.16,5.99,karpio
7.08,9.98,6.01,karpio
7.08,9.94,5.92,karpio
7.14,10.06,6.45,karpio
7.11,9.83,6.53,karpio
7.12,10.3,6.12,karpio
7.13,10.16,5.78,karpio
7.12,9.6,5.97,karpio
7.06,10.11,6.07,karpio
7.12,10.09,5.88,karpio
7.09,10.28,6.21,karpio
7.04,9.54,5.85,karpio
7.15,10.36,5.82,karpio
7.12,10.55,6.08,karpio
7.17,10.3,5.82,karpio
7.09,10.01,6.02,karpio
7.15,10.12,5.41,karpio
7.03,9.34,6.04,karpio
7.11,10.08,5.81,karpio
7.13,10.21,5.75,karpio
7.03,10.0,6.36,karpio
7.2,15.0,7.0,karpio
7.28,15.17,6.85,karpio
7.24,14.86,6.85,karpio
7.09,15.03,6.87,karpio
7.2,14.31,7.03,karpio
7.08,15.33,7.1,karpio
7.19,15.17,6.8,karpio
7.2,15.24,6.38,karpio
7.18,14.99,6.96,karpio
7.27,14.66,6.88,karpio
7.1,15.45,6.95,karpio
7.18,14.98,7.13,karpio
7.22,15.79,7.09,karpio
7.18,14.83,6.92,karpio
7.12,15.01,7.16,karpio
7.17,14.76,7.3,karpio
7.13,14.38,6.77,karpio
7.12,15.12,6.93,karpio
7.19,15.35,6.86,karpio
7.24,15.45,6.91,karpio
7.24,14.93,7.18,karpio
7.12,14.51,6.92,karpio
7.16,14.84,6.96,karpio
7.24,14.88,6.84,karpio
7.18,14.77,6.81,karpio
7.12,15.02,6.89,karpio
7.25,14.57,6.89,karpio
7.29,14.72,6.95,karpio
7.14,14.6,7.31,karpio
7.21,15.04,6.66,karpio
7.22,15.35,7.23,karpio
7.23,14.66,7.06,karpio
7.23,14.46,6.78,karpio
7.24,15.26,6.69,karpio
7.24,15.03,7.16,karpio
7.17,15.19,7.17,karpio
7.18,15.01,6.87,karpio
7.28,14.96,6.82,karpio
7.16,15.04,7.15,karpio
7.13,15.55,7.06,karpio
7.22,14.97,7.0,karpio
7.19,15.31,7.0,karpio
7.24,14.87,7.04,karpio
7.16,15.36,6.83,karpio
7.18,14.91,6.93,karpio
7.24,14.91,7.28,karpio
7.16,15.05,6.84,karpio
7.22,15.0,6.97,karpio
7.26,14.8,7.12,karpio
7.16,15.03,6.76,karpio
7.3,20.0,8.0,karpio
7.27,19.98,8.36,karpio
7.31,20.5,8.04,karpio
7.28,20.46,8.09,karpio
7.27,20.14,7.94,karpio
7.2,20.28,8.22,karpio
7.39,20.13,7.95,karpio
7.34,20.25,8.33,karpio
7.3,19.95,7.86,karpio
7.33,19.54,8.16,karpio
7.33,20.18,8.03,karpio
7.38,20.26,7.88,karpio
7.27,19.74,8.11,karpio
7.25,20.33,8.26,karpio
7.26,19.94,8.0,karpio
7.34,20.48,7.66,karpio
7.28,19.92,7.72,karpio
7.28,20.13,7.94,karpio
7.22,20.86,8.05,karpio
7.31,19.67,8.05,karpio
7.29,19.43,7.79,karpio
7.34,20.58,8.07,karpio
7.36,19.95,7.98,karpio
7.35,20.5,8.26,karpio
7.25,19.98,8.06,karpio
7.29,20.12,8.16,karpio
7.35,20.51,7.93,karpio
7.23,20.11,8.38,karpio
7.28,20.21,8.14,karpio
7.31,20.0,7.82,karpio
7.19,19.67,7.92,karpio
7.35,19.97,7.9,karpio
7.26,20.2,8.27,karpio
7.35,20.18,7.7,karpio
7.28,20.58,8.22,karpio
7.22,19.98,8.07,karpio
7.26,19.31,8.02,karpio
7.26,19.76,7.93,karpio
7.29,20.0,7.82,karpio
7.29,19.47,8.06,karpio
7.16,19.91,8.18,karpio
7.25,20.21,8.23,karpio
7.13,19.95,7.42,karpio
7.29,20.0,7.5,karpio
7.4,20.09,7.83,karpio
7.37,19.46,7.75,karpio
7.19,20.54,8.07,karpio
7.33,20.09,8.11,karpio
7.3,20.08,8.02,karpio
7.27,19.99,8.05,karpio
7.5,25.0,9.0,karpio
7.51,24.56,8.73,karpio
7.55,24.91,9.12,karpio
7.45,24.56,8.83,karpio
7.49,24.8,9.26,karpio
7.51,25.55,9.08,karpio
7.38,25.32,8.7,karpio
7.51,24.77,9.43,karpio
7.57,24.78,8.97,karpio
7.51,25.26,9.01,karpio
7.45,24.78,9.0,karpio
7.56,25.13,8.85,karpio
7.53,24.88,9.18,karpio
7.63,24.89,9.16,karpio
7.46,24.97,9.01,karpio
7.49,25.74,8.94,karpio
7.53,24.42,9.09,karpio
7.56,24.84,8.5,karpio
7.5,25.01,9.14,karpio
7.6,24.89,8.83,karpio
7.44,25.06,9.1,karpio
7.47,25.23,9.09,karpio
7.5,24.73,8.9,karpio
7.38,25.07,9.01,karpio
7.51,25.15,9.08,karpio
7.49,25.01,8.72,karpio
7.47,25.02,8.85,karpio
7.54,24.8,9.04,karpio
7.51,25.22,9.18,karpio
7.53,24.37,9.24,karpio
7.58,24.86,9.05,karpio
7.46,24.42,8.85,karpio
7.47,24.89,8.81,karpio
7.46,25.0,8.85,karpio
7.53,25.2,9.48,karpio
7.56,25.07,8.88,karpio
7.51,25.1,8.9,karpio
7.54,24.58,8.95,karpio
7.53,24.91,8.96,karpio
7.49,24.75,9.23,karpio
7.45,25.1,9.08,karpio
7.45,25.02,8.82,karpio
7.57,24.66,8.87,karpio
7.44,24.59,9.32,karpio
7.53,25.04,8.87,karpio
7.55,24.75,9.16,karpio
7.46,24.81,9.15,karpio
7.54,25.18,8.79,karpio
7.48,25.05,8.83,karpio
7.57,24.28,8.84,karpio
7.4,26.0,10.0,karpio
7.37,25.15,9.72,karpio
7.43,26.01,10.31,karpio
7.48,26.13,10.06,karpio
7.4,25.2,9.72,karpio
7.41,26.18,10.06,karpio
7.36,26.28,10.3,karpio
7.45,26.3,9.89,karpio
7.45,26.04,10.1,karpio
7.42,25.96,9.83,karpio
7.4,26.3,9.91,karpio
7.44,26.22,9.94,karpio
7.47,25.89,10.3,karpio
7.42,26.0,9.82,karpio
7.4,25.94,9.75,karpio
7.39,25.76,10.12,karpio
7.47,25.63,10.34,karpio
7.39,25.71,10.15,karpio
7.38,25.98,9.92,karpio
7.36,26.22,9.94,karpio
7.33,26.17,9.76,karpio
7.34,26.36,9.76,karpio
7.28,26.19,9.94,karpio
7.39,25.91,10.05,karpio
7.36,26.44,9.7,karpio
7.42,26.19,9.85,karpio
7.35,26.31,9.8,karpio
7.37,26.27,10.01,karpio
7.31,26.52,9.89,karpio
7.38,26.08,10.13,karpio
7.5,25.5,10.17,karpio
7.44,25.96,10.16,karpio
7.45,25.59,10.35,karpio
7.32,25.66,9.95,karpio
7.5,25.91,9.99,karpio
7.47,25.91,9.76,karpio
7.38,26.41,10.01,karpio
7.5,26.22,9.87,karpio
7.4,25.74,9.87,karpio
7.62,26.31,10.17,karpio
7.37,26.47,10.22,karpio
7.49,26.55,9.7,karpio
7.34,25.7,9.81,karpio
7.42,25.83,10.41,karpio
7.5,26.0,10.39,karpio
7.47,25.86,9.6,karpio
7.39,25.81,10.04,karpio
7.4,26.02,10.1,karpio
7.34,26.12,9.91,karpio
7.41,26.29,9.76,karpio
7.0,28.0,5.5,karpio
6.99,27.96,5.4,karpio
7.04,27.78,5.39,karpio
6.96,28.33,5.4,karpio
7.02,28.59,5.49,karpio
7.06,28.5,5.71,karpio
7.0,28.19,5.24,karpio
6.96,27.82,5.95,karpio
6.96,27.75,5.29,karpio
7.03,28.04,5.72,karpio
7.03,27.59,5.34,karpio
7.07,27.94,5.74,karpio
6.99,27.71,5.44,karpio
6.95,27.83,5.54,karpio
7.03,27.52,5.5,karpio
6.97,27.81,5.53,karpio
6.97,28.41,5.74,karpio
7.06,27.85,5.31,karpio
7.0,27.95,5.38,karpio
6.94,27.99,5.42,karpio
7.03,28.2,5.72,karpio
6.94,28.12,5.35,karpio
6.94,27.87,5.71,karpio
6.98,28.47,5.61,karpio
6.98,28.35,5.59,karpio
6.95,28.56,5.55,karpio
7.0,27.74,5.74,karpio
7.03,28.19,5.4,karpio
7.04,28.27,5.37,karpio
6.93,28.17,5.19,karpio
7.01,27.87,5.74,karpio
6.98,28.33,5.4,karpio
7.05,28.62,5.29,karpio
7.01,28.82,5.51,karpio
7.0,28.24,5.51,karpio
6.91,28.34,5.1,karpio
6.98,28.36,5.43,karpio
6.97,28.26,5.33,karpio
6.94,28.08,5.46,karpio
6.94,28.19,5.59,karpio
6.98,27.91,5.59,karpio
7.06,27.92,5.63,karpio
7.03,28.26,5.51,karpio
6.95,27.86,5.57,karpio
7.09,27.85,5.66,karpio
6.98,28.03,5.8,karpio
7.04,27.63,5.39,karpio
7.06,28.04,5.27,karpio
6.96,28.21,5.7,karpio
7.0,28.74,5.66,karpio
7.1,30.0,6.5,karpio
7.09,29.76,6.31,karpio
7.12,29.85,6.83,karpio
7.17,30.19,6.26,karpio
7.07,30.38,6.39,karpio
7.16,30.14,6.51,karpio
7.06,29.97,6.54,karpio
7.15,29.73,6.45,karpio
7.1,30.2,6.32,karpio
7.03,30.2,6.2,karpio
7.16,29.95,6.19,karpio
7.08,30.11,6.39,karpio
7.1,30.22,6.46,karpio
7.05,29.91,6.78,karpio
7.18,29.39,6.72,karpio
7.11,30.28,6.39,karpio
7.01,30.18,6.31,karpio
7.03,29.6,6.62,karpio
7.11,30.23,6.63,karpio
7.08,29.98,6.4,karpio
7.09,29.71,6.58,karpio
7.15,29.76,6.76,karpio
7.11,30.07,6.16,karpio
7.01,30.04,6.66,karpio
7.07,30.5,6.65,karpio
7.05,30.01,7.0,karpio
7.04,30.16,6.44,karpio
7.14,30.38,6.42,karpio
7.16,30.67,6.51,karpio
7.14,29.82,6.5,karpio
7.09,30.24,6.74,karpio
7.09,30.46,6.81,karpio
7.14,29.85,6.38,karpio
7.06,30.28,6.26,karpio
7.13,29.68,6.66,karpio
7.1,30.4,6.73,karpio
7.17,30.44,6.53,karpio
7.04,29.68,6.08,karpio
7.05,30.02,6.39,karpio
7.09,30.15,6.44,karpio
7.04,29.98,6.32,karpio
7.09,30.4,6.45,karpio
7.19,30.43,6.38,karpio
7.04,29.98,6.73,karpio
7.08,30.27,6.74,karpio
7.06,29.8,6.64,karpio
7.11,29.79,6.43,karpio
7.1,29.53,6.65,karpio
7.08,29.16,6.5,karpio
7.06,30.51,6.38,karpio
7.2,12.0,7.5,karpio
7.15,12.15,7.37,karpio
7.16,12.15,7.29,karpio
7.13,12.52,7.62,karpio
7.19,12.0,7.6,karpio
7.25,11.77,7.57,karpio
7.17,11.94,7.53,karpio
7.2,12.22,7.6,karpio
7.12,11.59,7.43,karpio
7.29,11.74,7.46,karpio
7.17,11.83,7.54,karpio
7.27,12.14,7.34,karpio
7.34,12.02,7.38,karpio
7.27,11.86,7.83,karpio
7.16,12.43,7.54,karpio
7.26,12.57,7.27,karpio
7.26,11.58,7.29,karpio
7.16,12.15,7.51,karpio
7.19,12.04,7.62,karpio
7.23,12.33,7.86,karpio
7.2,11.84,7.62,karpio
7.14,11.8,7.7,karpio
7.19,11.64,7.2,karpio
7.2,12.34,7.73,karpio
7.21,12.6,7.48,karpio
7.19,11.23,7.41,karpio
7.24,12.47,7.33,karpio
7.22,12.31,7.5,karpio
7.09,12.07,7.65,karpio
7.15,11.92,7.27,karpio
7.07,12.31,7.5,karpio
7.28,12.26,7.43,karpio
7.2,12.17,7.69,karpio
7.22,12.33,7.44,karpio
7.15,11.98,7.54,karpio
7.14,11.6,7.59,karpio
7.18,11.95,7.43,karpio
7.28,12.38,7.25,karpio
7.17,12.26,7.62,karpio
7.2,11.66,7.36,karpio
7.17,12.08,7.84,karpio
7.17,11.69,7.48,karpio
7.25,11.57,7.79,karpio
7.19,11.78,7.18,karpio
7.24,11.95,7.53,karpio
7.15,11.9,7.4,karpio
7.19,11.8,7.19,karpio
7.34,11.59,7.54,karpio
7.11,11.4,7.52,karpio
7.21,12.38,7.58,karpio
7.3,13.0,8.5,karpio
7.29,12.72,8.8,karpio
7.35,12.63,8.51,karpio
7.31,12.9,8.65,karpio
7.34,12.94,8.44,karpio
7.37,13.28,8.51,karpio
7.22,13.1,8.64,karpio
7.16,13.08,8.42,karpio
7.29,12.73,8.47,karpio
7.37,12.87,8.69,karpio
7.26,13.23,8.5,karpio
7.32,13.0,8.63,karpio
7.17,12.57,8.58,karpio
7.2,12.84,8.49,karpio
7.26,12.79,8.55,karpio
7.35,12.71,8.38,karpio
7.26,12.27,8.53,karpio
7.35,13.3,8.33,karpio
7.24,13.01,8.67,karpio
7.31,13.09,8.73,karpio
7.26,12.93,8.83,karpio
7.29,12.62,8.37,karpio
7.25,13.11,8.32,karpio
7.31,12.78,8.08,karpio
7.32,13.04,8.6,karpio
7.27,12.77,8.58,karpio
7.38,13.0,8.58,karpio
7.28,12.54,8.69,karpio
7.35,13.21,8.46,karpio
7.33,13.27,8.82,karpio
7.35,13.02,8.24,karpio
7.31,13.08,8.64,karpio
7.37,12.97,8.92,karpio
7.21,13.13,8.34,karpio
7.2,12.94,8.21,karpio
7.29,13.01,8.72,karpio
7.22,13.27,8.52,karpio
7.35,12.87,8.23,karpio
7.24,12.61,8.6,karpio
7.37,12.83,8.63,karpio
7.22,13.05,8.63,karpio
7.23,12.94,8.64,karpio
7.15,13.4,8.57,karpio
7.34,12.88,8.16,karpio
7.33,12.98,8.51,karpio
7.35,13.23,8.88,karpio
7.31,12.79,8.46,karpio
7.32,13.3,8.21,karpio
7.3,13.48,8.45,karpio
7.35,13.15,8.69,karpio
7.5,14.0,9.5,karpio
7.46,13.76,9.5,karpio
7.42,13.92,9.55,karpio
7.59,14.12,9.63,karpio
7.56,13.71,9.47,karpio
7.62,13.98,9.72,karpio
7.55,13.56,9.56,karpio
7.51,14.1,9.35,karpio
7.44,13.86,9.48,karpio
7.56,14.55,9.78,karpio
7.54,13.7,9.42,karpio
7.51,13.81,9.62,karpio
7.54,14.16,9.71,karpio
7.45,14.28,9.36,karpio
7.45,14.16,9.74,karpio
7.52,14.01,9.56,karpio
7.51,13.66,9.25,karpio
7.5,14.02,9.5,karpio
7.53,13.94,9.61,karpio
7.49,14.55,9.52,karpio
7.62,14.11,9.46,karpio
7.46,13.57,9.3,karpio
7.46,14.12,9.39,karpio
7.51,14.38,9.48,karpio
7.6,13.65,9.47,karpio
7.47,14.28,9.05,karpio
7.43,13.97,9.81,karpio
7.51,13.59,9.26,karpio
7.58,13.81,9.31,karpio
7.57,14.3,9.75,karpio
7.45,13.54,9.53,karpio
7.52,14.11,9.8,karpio
7.41,14.26,9.28,karpio
7.54,13.86,9.34,karpio
7.47,13.57,9.51,karpio
7.46,14.24,9.63,karpio
7.58,14.11,9.6,karpio
7.57,13.81,9.2,karpio
7.51,13.57,9.99,karpio
7.57,14.65,9.51,karpio
7.53,13.86,9.68,karpio
7.44,13.24,9.34,karpio
7.43,14.44,9.86,karpio
7.43,14.39,9.69,karpio
7.42,13.88,9.38,karpio
7.54,13.63,9.48,karpio
7.47,14.14,9.46,karpio
7.47,13.94,9.91,karpio
7.48,13.69,9.62,karpio
7.49,13.58,9.95,karpio
7.4,18.0,5.2,karpio
7.38,17.89,5.23,karpio
7.49,17.5,5.26,karpio
7.5,18.04,4.95,karpio
7.37,18.06,5.47,karpio
7.38,18.25,4.91,karpio
7.33,17.86,5.49,karpio
7.4,18.09,5.26,karpio
7.46,17.82,5.34,karpio
7.36,18.59,5.04,karpio
7.36,18.16,5.22,karpio
7.42,18.07,4.98,karpio
7.48,18.27,5.47,karpio
7.37,18.12,5.24,karpio
7.46,18.35,5.24,karpio
7.32,18.53,5.31,karpio
7.37,18.12,4.9,karpio
7.45,17.56,5.16,karpio
7.41,18.31,5.22,karpio
7.43,17.99,5.19,karpio
7.4,17.94,4.86,karpio
7.36,18.07,5.15,karpio
7.39,17.9,5.03,karpio
7.38,17.91,5.2,karpio
7.42,17.95,4.99,karpio
7.33,18.78,4.97,karpio
7.37,18.16,5.27,karpio
7.43,17.87,5.25,karpio
7.4,17.91,5.25,karpio
7.45,17.99,5.2,karpio
7.45,18.29,5.52,karpio
7.31,18.27,5.32,karpio
7.36,18.08,5.41,karpio
7.36,18.13,5.37,karpio
7.35,17.96,5.26,karpio
7.36,17.74,5.17,karpio
7.44,18.19,5.03,karpio
7.43,17.75,4.88,karpio
7.38,18.34,5.33,karpio
7.4,17.87,5.12,karpio
7.41,17.68,5.13,karpio
7.39,17.59,5.03,karpio
7.42,18.0,5.14,karpio
7.35,18.47,5.03,karpio
7.41,17.85,5.21,karpio
7.42,17.59,5.2,karpio
7.46,18.53,5.17,karpio
7.4,18.66,5.43,karpio
7.37,17.81,5.39,karpio
7.35,18.33,5.27,karpio
7.0,22.0,6.2,karpio
7.03,21.92,6.07,karpio
7.07,21.93,6.12,karpio
7.0,22.06,5.99,karpio
6.97,21.81,6.37,karpio
6.96,21.47,5.81,karpio
6.93,22.41,6.2,karpio
7.03,22.16,6.21,karpio
7.0,22.31,6.23,karpio
7.07,22.19,6.08,karpio
6.98,21.78,6.44,karpio
6.98,21.76,6.26,karpio
7.0,22.09,6.58,karpio
7.05,22.01,5.92,karpio
6.98,22.21,5.97,karpio
7.11,22.0,6.21,karpio
6.97,22.15,5.97,karpio
7.11,22.4,6.4,karpio
6.93,22.06,6.44,karpio
7.03,21.7,6.07,karpio
6.98,21.82,6.51,karpio
6.9,22.2,5.94,karpio
6.95,21.4,6.09,karpio
7.08,22.08,5.96,karpio
7.05,22.37,6.22,karpio
7.1,22.25,6.34,karpio
6.96,22.19,6.24,karpio
7.03,21.79,6.23,karpio
6.96,21.36,6.4,karpio
6.92,22.03,6.27,karpio
7.02,21.92,6.25,karpio
7.02,22.22,6.55,karpio
7.01,22.02,6.02,karpio
7.02,22.2,6.16,karpio
7.03,21.91,6.33,karpio
7.05,22.27,6.22,karpio
6.95,21.82,6.32,karpio
7.12,21.9,6.29,karpio
6.97,21.71,6.06,karpio
6.9,22.41,5.75,karpio
6.99,21.65,6.02,karpio
7.07,22.06,6.01,karpio
6.97,21.77,6.19,karpio
7.01,22.57,5.82,karpio
7.0,21.91,6.39,karpio
7.02,22.18,6.27,karpio
6.95,22.36,6.36,karpio
7.05,22.38,6.28,karpio
7.07,22.11,6.16,karpio
7.0,21.99,6.1,karpio
7.1,31.0,7.2,karpio
7.18,31.09,7.22,karpio
7.12,31.89,6.97,karpio
7.06,30.59,7.15,karpio
7.11,30.86,7.09,karpio
7.11,30.85,7.26,karpio
7.16,31.2,7.38,karpio
7.15,31.08,7.17,karpio
7.06,30.88,7.1,karpio
7.14,31.1,7.34,karpio
7.04,31.43,7.11,karpio
7.04,30.87,7.7,karpio
7.08,30.9,7.16,karpio
7.09,30.77,7.23,karpio
7.15,31.09,6.98,karpio
7.08,30.83,7.21,karpio
7.17,30.96,7.18,karpio
7.19,31.26,7.31,karpio
7.2,31.15,6.8,karpio
7.14,30.52,7.29,karpio
7.01,30.86,7.13,karpio
7.06,30.9,7.41,karpio
7.06,31.16,7.01,karpio
7.09,31.1,7.0,karpio
7.03,31.15,7.42,karpio
7.1,30.86,7.23,karpio
7.1,31.07,6.69,karpio
7.05,30.75,7.23,karpio
7.11,31.19,7.25,karpio
7.03,31.43,7.45,karpio
7.04,31.1,7.08,karpio
7.11,31.32,7.63,karpio
7.14,31.09,7.13,karpio
7.11,31.41,7.19,karpio
7.06,30.51,7.3,karpio
7.11,30.81,7.41,karpio
7.08,30.96,7.2,karpio
7.08,31.07,7.43,karpio
7.04,31.15,7.23,karpio
7.11,31.26,7.21,karpio
7.12,31.21,7.1,karpio
7.11,30.92,7.17,karpio
7.08,31.14,7.22,karpio
7.12,30.99,6.88,karpio
7.1,31.02,7.25,karpio
7.07,30.64,7.32,karpio
7.09,31.05,7.14,karpio
7.1,30.87,7.01,karpio
7.12,30.82,7.23,karpio
7.12,30.82,6.96,karpio
7.2,19.0,8.2,karpio
7.32,18.84,8.32,karpio
7.3,19.24,8.14,karpio
7.2,18.75,8.38,karpio
7.23,18.85,7.99,karpio
7.13,19.3,8.22,karpio
7.21,18.75,7.91,karpio
7.25,19.01,8.38,karpio
7.18,18.93,8.34,karpio
7.24,19.24,8.14,karpio
7.23,19.33,8.18,karpio
7.17,19.4,8.07,karpio
7.23,18.98,7.83,karpio
7.26,18.17,7.8,karpio
7.23,19.16,8.07,karpio
7.21,18.24,8.34,karpio
7.21,18.99,8.2,karpio
7.22,18.99,7.83,karpio
7.31,19.36,7.94,karpio
7.18,18.93,8.42,karpio
7.09,18.85,7.85,karpio
7.19,18.86,8.22,karpio
7.17,18.77,8.32,karpio
7.22,19.17,8.16,karpio
7.17,18.96,8.3,karpio
7.09,19.12,8.26,karpio
7.2,18.96,7.69,karpio
7.18,19.54,8.2,karpio
7.18,19.01,8.27,karpio
7.23,18.93,8.28,karpio
7.28,19.3,8.67,karpio
7.17,19.5,8.04,karpio
7.22,19.22,8.1,karpio
7.2,19.27,8.06,karpio
7.28,18.58,8.59,karpio
7.25,18.97,8.12,karpio
7.17,18.96,8.19,karpio
7.26,19.59,8.24,karpio
7.16,18.84,8.16,karpio
7.15,18.65,8.62,karpio
7.22,18.75,8.36,karpio
7.14,18.67,8.04,karpio
7.28,18.92,7.71,karpio
7.26,18.91,7.83,karpio
7.18,19.16,8.28,karpio
7.29,18.74,8.21,karpio
7.17,18.54,8.38,karpio
7.22,19.09,8.29,karpio
7.17,18.7,8.21,karpio
7.26,19.48,8.36,karpio
7.3,7.0,9.2,karpio
7.3,7.08,9.2,karpio
7.25,7.01,8.93,karpio
7.29,7.49,9.36,karpio
7.25,6.98,9.03,karpio
7.3,7.31,9.33,karpio
7.42,7.36,9.24,karpio
7.33,6.94,8.97,karpio
7.37,7.3,9.15,karpio
7.31,7.37,9.37,karpio
7.23,7.07,9.17,karpio
7.36,7.31,9.46,karpio
7.24,6.76,9.42,karpio
7.27,6.54,9.31,karpio
7.27,7.54,9.26,karpio
7.31,6.89,9.52,karpio
7.32,6.88,9.04,karpio
7.3,6.71,9.41,karpio
7.21,6.96,9.32,karpio
7.32,6.78,9.33,karpio
7.26,6.99,9.33,karpio
7.32,6.8,9.44,karpio
7.3,7.22,9.51,karpio
7.36,7.34,9.24,karpio
7.34,7.06,8.96,karpio
7.32,7.08,9.32,karpio
7.29,6.77,9.33,karpio
7.23,7.44,9.15,karpio
7.31,7.17,9.32,karpio
7.23,7.25,9.26,karpio
7.27,6.78,9.13,karpio
7.24,7.52,9.5,karpio
7.32,6.93,9.16,karpio
7.34,7.53,9.09,karpio
7.24,7.46,8.84,karpio
7.25,6.93,8.89,karpio
7.36,7.26,9.09,karpio
7.36,7.43,9.18,karpio
7.28,7.68,9.34,karpio
7.31,7.41,9.26,karpio
